Player,Tm,Pos,G,PassingCmp,PassingAtt,PassingYds,PassingTD,PassingInt,RushingAtt,RushingYds,RushingY/A,RushingTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,FumblesFmb,FumblesFL,Scoring2PM,Scoring2PP,Name
Jonathan Taylor,IND,RB,17,0.0,0.0,0.0,0.0,0.0,332.0,1811.0,5.45,18.0,51.0,40.0,360.0,9.0,2.0,4.0,2.0,0.0,0.0,J.Taylor
Cooper Kupp,LAR,WR,17,0.0,1.0,0.0,0.0,0.0,4.0,18.0,4.5,0.0,191.0,145.0,1947.0,13.43,16.0,0.0,0.0,1.0,0.0,C.Kupp
Deebo Samuel,SFO,WR,16,1.0,2.0,24.0,1.0,0.0,59.0,365.0,6.19,8.0,121.0,77.0,1405.0,18.25,6.0,4.0,2.0,0.0,0.0,D.Samuel
Josh Allen,BUF,QB,17,409.0,646.0,4407.0,36.0,15.0,122.0,763.0,6.25,6.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,1.0,J.Allen
Austin Ekeler,LAC,RB,16,0.0,0.0,0.0,0.0,0.0,206.0,911.0,4.42,12.0,94.0,70.0,647.0,9.24,8.0,4.0,3.0,2.0,0.0,A.Ekeler
Justin Herbert,LAC,QB,17,443.0,672.0,5014.0,38.0,15.0,63.0,302.0,4.79,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,J.Herbert
Tom Brady,TAM,QB,17,485.0,719.0,5316.0,43.0,12.0,28.0,81.0,2.89,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,T.Brady
Mark Andrews,BAL,TE,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,153.0,107.0,1361.0,12.72,9.0,1.0,0.0,2.0,0.0,M.Andrews
Ja'Marr Chase,CIN,WR,17,0.0,0.0,0.0,0.0,0.0,7.0,21.0,3.0,0.0,128.0,81.0,1455.0,17.96,13.0,2.0,1.0,0.0,0.0,J.Chase
Justin Jefferson,MIN,WR,17,2.0,4.0,35.0,0.0,0.0,6.0,14.0,2.33,0.0,167.0,108.0,1616.0,14.96,10.0,1.0,1.0,0.0,0.0,J.Jefferson
Joe Mixon,CIN,RB,16,0.0,0.0,0.0,0.0,0.0,292.0,1205.0,4.13,13.0,48.0,42.0,314.0,7.48,3.0,2.0,1.0,0.0,0.0,J.Mixon
Davante Adams,GNB,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,123.0,1553.0,12.63,11.0,0.0,0.0,0.0,0.0,D.Adams
Patrick Mahomes,KAN,QB,17,436.0,658.0,4839.0,37.0,13.0,66.0,381.0,5.77,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,1.0,P.Mahomes
Najee Harris,PIT,RB,17,0.0,0.0,0.0,0.0,0.0,307.0,1200.0,3.91,7.0,94.0,74.0,467.0,6.31,3.0,0.0,0.0,0.0,0.0,N.Harris
Travis Kelce,KAN,TE,16,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,1.0,134.0,92.0,1125.0,12.23,9.0,1.0,1.0,0.0,0.0,T.Kelce
James Conner,ARI,RB,15,0.0,0.0,0.0,0.0,0.0,202.0,752.0,3.72,15.0,39.0,37.0,375.0,10.14,3.0,2.0,0.0,0.0,0.0,J.Conner
Mike Evans,TAM,WR,16,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,114.0,74.0,1035.0,13.99,14.0,0.0,0.0,0.0,0.0,M.Evans
Aaron Rodgers,GNB,QB,16,366.0,531.0,4115.0,37.0,4.0,33.0,101.0,3.06,3.0,1.0,1.0,-4.0,-4.0,0.0,3.0,0.0,0.0,0.0,A.Rodgers
Tyreek Hill,KAN,WR,17,0.0,0.0,0.0,0.0,0.0,9.0,96.0,10.67,0.0,159.0,111.0,1239.0,11.16,9.0,2.0,1.0,0.0,0.0,T.Hill
Matthew Stafford,LAR,QB,17,404.0,601.0,4886.0,41.0,17.0,32.0,43.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,M.Stafford
Stefon Diggs,BUF,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,103.0,1225.0,11.89,10.0,1.0,0.0,0.0,0.0,S.Diggs
Ezekiel Elliott,DAL,RB,17,1.0,1.0,4.0,0.0,0.0,237.0,1002.0,4.23,10.0,65.0,47.0,287.0,6.11,2.0,1.0,1.0,3.0,0.0,E.Elliott
Dak Prescott,DAL,QB,16,410.0,596.0,4449.0,37.0,10.0,48.0,146.0,3.04,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,1.0,2.0,D.Prescott
Nick Chubb,CLE,RB,14,0.0,0.0,0.0,0.0,0.0,228.0,1259.0,5.52,8.0,25.0,20.0,174.0,8.7,1.0,2.0,1.0,0.0,0.0,N.Chubb
Mike Williams,LAC,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,76.0,1146.0,15.08,9.0,0.0,0.0,1.0,0.0,M.Williams
D.K. Metcalf,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,129.0,75.0,967.0,12.89,12.0,1.0,0.0,0.0,0.0,D.Metcalf
Tyler Lockett,SEA,WR,16,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,107.0,73.0,1175.0,16.1,8.0,0.0,0.0,1.0,0.0,T.Lockett
Damien Harris,NWE,RB,15,0.0,0.0,0.0,0.0,0.0,202.0,929.0,4.6,15.0,21.0,18.0,132.0,7.33,0.0,2.0,2.0,0.0,0.0,D.Harris
Joe Burrow,CIN,QB,16,366.0,520.0,4611.0,34.0,14.0,40.0,118.0,2.95,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,J.Burrow
Diontae Johnson,PIT,WR,16,0.0,0.0,0.0,0.0,0.0,5.0,53.0,10.6,0.0,169.0,107.0,1161.0,10.85,8.0,2.0,2.0,1.0,0.0,D.Johnson
Jalen Hurts,PHI,QB,15,265.0,432.0,3144.0,16.0,9.0,139.0,784.0,5.64,10.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,3.0,J.Hurts
Alvin Kamara,NOR,RB,13,0.0,0.0,0.0,0.0,0.0,240.0,898.0,3.74,4.0,67.0,47.0,439.0,9.34,5.0,0.0,0.0,0.0,0.0,A.Kamara
Antonio Gibson,WAS,RB,16,0.0,0.0,0.0,0.0,0.0,258.0,1037.0,4.02,7.0,52.0,42.0,294.0,7.0,3.0,6.0,4.0,1.0,0.0,A.Gibson
Leonard Fournette,TAM,RB,14,0.0,1.0,0.0,0.0,0.0,180.0,812.0,4.51,8.0,84.0,69.0,454.0,6.58,2.0,1.0,0.0,0.0,0.0,L.Fournette
Dalton Schultz,DAL,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,78.0,808.0,10.36,8.0,0.0,0.0,1.0,0.0,D.Schultz
Cordarrelle Patterson,ATL,RB,16,0.0,1.0,0.0,0.0,0.0,153.0,618.0,4.04,6.0,69.0,52.0,548.0,10.54,5.0,2.0,0.0,0.0,0.0,C.Patterson
George Kittle,SFO,TE,14,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.67,0.0,94.0,71.0,910.0,12.82,6.0,2.0,1.0,0.0,0.0,G.Kittle
Hunter Renfrow,LVR,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,128.0,103.0,1038.0,10.08,9.0,5.0,1.0,0.0,0.0,H.Renfrow
CeeDee Lamb,DAL,WR,16,0.0,0.0,0.0,0.0,0.0,9.0,76.0,8.44,0.0,120.0,79.0,1102.0,13.95,6.0,0.0,0.0,0.0,0.0,C.Lamb
Kyler Murray,ARI,QB,14,333.0,481.0,3787.0,24.0,10.0,88.0,423.0,4.81,5.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,K.Murray
Kirk Cousins,MIN,QB,16,372.0,561.0,4221.0,33.0,7.0,29.0,115.0,3.97,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,K.Cousins
Aaron Jones,GNB,RB,15,0.0,0.0,0.0,0.0,0.0,171.0,799.0,4.67,4.0,65.0,52.0,391.0,7.52,6.0,2.0,1.0,0.0,0.0,A.Jones
Keenan Allen,LAC,WR,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,106.0,1138.0,10.74,6.0,1.0,0.0,0.0,1.0,K.Allen
Derrick Henry,TEN,RB,8,1.0,1.0,5.0,1.0,0.0,219.0,937.0,4.28,10.0,20.0,18.0,154.0,8.56,0.0,1.0,0.0,1.0,0.0,D.Henry
Michael Pittman Jr.,IND,WR,17,0.0,0.0,0.0,0.0,0.0,5.0,44.0,8.8,0.0,129.0,88.0,1082.0,12.3,6.0,1.0,0.0,1.0,0.0,M.Pittman Jr.
Dalvin Cook,MIN,RB,13,0.0,0.0,0.0,0.0,0.0,249.0,1159.0,4.65,6.0,49.0,34.0,224.0,6.59,0.0,3.0,2.0,1.0,0.0,D.Cook
Josh Jacobs,LVR,RB,15,0.0,0.0,0.0,0.0,0.0,217.0,872.0,4.02,9.0,64.0,54.0,348.0,6.44,0.0,2.0,2.0,0.0,0.0,J.Jacobs
Rob Gronkowski,TAM,TE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,55.0,802.0,14.58,6.0,0.0,0.0,0.0,0.0,R.Gronkowski
Tee Higgins,CIN,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,74.0,1091.0,14.74,6.0,1.0,1.0,1.0,0.0,T.Higgins
Dawson Knox,BUF,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,71.0,49.0,587.0,11.98,9.0,0.0,0.0,0.0,1.0,D.Knox
D.J. Moore,CAR,WR,17,0.0,0.0,0.0,0.0,0.0,8.0,48.0,6.0,0.0,163.0,93.0,1157.0,12.44,4.0,1.0,1.0,1.0,0.0,D.Moore
Chris Godwin,TAM,WR,14,0.0,0.0,0.0,0.0,0.0,4.0,21.0,5.25,1.0,127.0,98.0,1103.0,11.26,5.0,2.0,2.0,0.0,0.0,C.Godwin
Hunter Henry,NWE,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,603.0,12.06,9.0,0.0,0.0,0.0,0.0,H.Henry
Melvin Gordon,DEN,RB,16,0.0,0.0,0.0,0.0,0.0,203.0,918.0,4.52,8.0,38.0,28.0,213.0,7.61,2.0,3.0,3.0,0.0,0.0,M.Gordon
Jaylen Waddle,MIA,WR,16,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,1.0,140.0,104.0,1015.0,9.76,6.0,2.0,1.0,0.0,0.0,J.Waddle
Brandin Cooks,HOU,WR,16,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,0.0,134.0,90.0,1037.0,11.52,6.0,0.0,0.0,0.0,0.0,B.Cooks
Dallas Goedert,PHI,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,56.0,830.0,14.82,4.0,1.0,0.0,1.0,0.0,D.Goedert
Darnell Mooney,CHI,WR,17,0.0,0.0,0.0,0.0,0.0,6.0,32.0,5.33,1.0,140.0,81.0,1055.0,13.02,4.0,0.0,0.0,0.0,0.0,D.Mooney
Kyle Pitts,ATL,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,68.0,1026.0,15.09,1.0,0.0,0.0,0.0,0.0,K.Pitts
Javonte Williams,DEN,RB,17,0.0,0.0,0.0,0.0,0.0,203.0,903.0,4.45,4.0,53.0,43.0,316.0,7.35,3.0,2.0,1.0,0.0,0.0,J.Williams
Amon-Ra St. Brown,DET,WR,17,0.0,0.0,0.0,0.0,0.0,7.0,61.0,8.71,1.0,119.0,90.0,912.0,10.13,5.0,0.0,0.0,2.0,0.0,A.St. Brown
Zach Ertz,2TM,TE,17,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,112.0,74.0,763.0,10.31,5.0,0.0,0.0,0.0,0.0,Z.Ertz
Terry McLaurin,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,0.0,130.0,77.0,1053.0,13.68,5.0,0.0,0.0,0.0,0.0,T.McLaurin
Marquise Brown,BAL,WR,16,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,146.0,91.0,1008.0,11.08,6.0,3.0,1.0,0.0,0.0,M.Brown
Amari Cooper,DAL,WR,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,68.0,865.0,12.72,8.0,1.0,0.0,0.0,0.0,A.Cooper
Devin Singletary,BUF,RB,17,0.0,0.0,0.0,0.0,0.0,188.0,870.0,4.63,7.0,50.0,40.0,228.0,5.7,1.0,5.0,0.0,0.0,0.0,D.Singletary
Adam Thielen,MIN,WR,13,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,95.0,67.0,726.0,10.84,10.0,1.0,0.0,0.0,0.0,A.Thielen
Christian Kirk,ARI,WR,17,1.0,1.0,33.0,0.0,0.0,1.0,11.0,11.0,0.0,103.0,77.0,982.0,12.75,5.0,0.0,0.0,0.0,0.0,C.Kirk
David Montgomery,CHI,RB,13,0.0,1.0,0.0,0.0,1.0,225.0,849.0,3.77,7.0,51.0,42.0,301.0,7.17,0.0,1.0,1.0,0.0,0.0,D.Montgomery
AJ Dillon,GNB,RB,17,0.0,0.0,0.0,0.0,0.0,187.0,803.0,4.29,5.0,37.0,34.0,313.0,9.21,2.0,2.0,1.0,0.0,0.0,A.Dillon
Kendrick Bourne,NWE,WR,17,1.0,1.0,25.0,1.0,0.0,12.0,125.0,10.42,0.0,70.0,55.0,800.0,14.55,5.0,1.0,1.0,0.0,0.0,K.Bourne
Darrel Williams,KAN,RB,17,0.0,0.0,0.0,0.0,0.0,144.0,558.0,3.88,6.0,57.0,47.0,452.0,9.62,2.0,0.0,0.0,0.0,0.0,D.Williams
D'Andre Swift,DET,RB,13,0.0,1.0,0.0,0.0,0.0,151.0,617.0,4.09,5.0,78.0,62.0,452.0,7.29,2.0,2.0,1.0,0.0,0.0,D.Swift
Mike Gesicki,MIA,TE,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,73.0,780.0,10.68,2.0,0.0,0.0,1.0,0.0,M.Gesicki
Elijah Mitchell,SFO,RB,11,0.0,0.0,0.0,0.0,0.0,207.0,963.0,4.65,5.0,20.0,19.0,137.0,7.21,1.0,0.0,0.0,0.0,0.0,E.Mitchell
Ryan Tannehill,TEN,QB,17,357.0,531.0,3734.0,21.0,14.0,55.0,270.0,4.91,7.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,R.Tannehill
Carson Wentz,IND,QB,17,322.0,516.0,3563.0,27.0,7.0,57.0,215.0,3.77,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,2.0,C.Wentz
Derek Carr,LVR,QB,17,428.0,626.0,4804.0,23.0,14.0,40.0,108.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,D.Carr
Russell Wilson,SEA,QB,14,259.0,400.0,3113.0,25.0,6.0,43.0,183.0,4.26,2.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,R.Wilson
Lamar Jackson,BAL,QB,12,246.0,382.0,2882.0,16.0,13.0,133.0,767.0,5.77,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,L.Jackson
Jimmy Garoppolo,SFO,QB,15,301.0,441.0,3810.0,20.0,12.0,38.0,51.0,1.34,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0,J.Garoppolo
Mac Jones,NWE,QB,17,352.0,521.0,3801.0,22.0,13.0,44.0,129.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,M.Jones
Matt Ryan,ATL,QB,17,375.0,560.0,3968.0,20.0,12.0,40.0,82.0,2.05,1.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,M.Ryan
Taylor Heinicke,WAS,QB,16,321.0,494.0,3419.0,20.0,15.0,60.0,313.0,5.22,1.0,1.0,1.0,-2.0,-2.0,0.0,7.0,2.0,1.0,0.0,T.Heinicke
Ben Roethlisberger,PIT,QB,16,390.0,605.0,3740.0,22.0,10.0,20.0,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,2.0,B.Roethlisberger
Teddy Bridgewater,DEN,QB,14,285.0,426.0,3052.0,18.0,7.0,30.0,106.0,3.53,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,T.Bridgewater
Trevor Lawrence,JAX,QB,17,359.0,602.0,3641.0,12.0,17.0,73.0,334.0,4.58,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,T.Lawrence
Jared Goff,DET,QB,14,332.0,494.0,3245.0,19.0,8.0,17.0,87.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,4.0,J.Goff
Baker Mayfield,CLE,QB,14,253.0,418.0,3010.0,17.0,13.0,37.0,134.0,3.62,1.0,0.0,0.0,11.0,0.0,0.0,6.0,3.0,0.0,2.0,B.Mayfield
Tua Tagovailoa,MIA,QB,13,263.0,388.0,2653.0,16.0,10.0,42.0,128.0,3.05,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,T.Tagovailoa
Daniel Jones,NYG,QB,11,232.0,361.0,2428.0,10.0,7.0,62.0,298.0,4.81,2.0,1.0,1.0,16.0,16.0,0.0,7.0,3.0,2.0,1.0,D.Jones
Sam Darnold,CAR,QB,12,243.0,406.0,2527.0,9.0,13.0,48.0,222.0,4.63,5.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,S.Darnold
Davis Mills,HOU,QB,13,263.0,394.0,2664.0,16.0,10.0,18.0,44.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,D.Mills
Zach Wilson,NYJ,QB,13,213.0,383.0,2334.0,9.0,11.0,29.0,185.0,6.38,4.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,Z.Wilson
James Robinson,JAX,RB,14,0.0,0.0,0.0,0.0,0.0,164.0,767.0,4.68,8.0,46.0,31.0,222.0,7.16,0.0,4.0,2.0,0.0,0.0,J.Robinson
Darrell Henderson,LAR,RB,12,0.0,0.0,0.0,0.0,0.0,149.0,688.0,4.62,5.0,40.0,29.0,176.0,6.07,3.0,0.0,0.0,0.0,0.0,D.Henderson
Justin Fields,CHI,QB,12,159.0,270.0,1870.0,7.0,10.0,72.0,420.0,5.83,2.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,J.Fields
Myles Gaskin,MIA,RB,17,0.0,0.0,0.0,0.0,0.0,173.0,612.0,3.54,3.0,63.0,49.0,234.0,4.78,4.0,2.0,1.0,0.0,0.0,M.Gaskin
Sony Michel,LAR,RB,17,0.0,0.0,0.0,0.0,0.0,208.0,845.0,4.06,4.0,33.0,21.0,128.0,6.1,1.0,1.0,1.0,0.0,0.0,S.Michel
Tony Pollard,DAL,RB,15,0.0,0.0,0.0,0.0,0.0,130.0,719.0,5.53,2.0,46.0,39.0,337.0,8.64,0.0,2.0,0.0,0.0,0.0,T.Pollard
DeVonta Smith,PHI,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,64.0,916.0,14.31,5.0,1.0,1.0,1.0,0.0,D.Smith
A.J. Brown,TEN,WR,13,0.0,2.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,105.0,63.0,869.0,13.79,5.0,0.0,0.0,0.0,0.0,A.Brown
Michael Carter,NYJ,RB,14,0.0,0.0,0.0,0.0,0.0,147.0,639.0,4.35,4.0,55.0,36.0,325.0,9.03,0.0,1.0,1.0,0.0,0.0,M.Carter
Taysom Hill,NOR,QB,12,78.0,134.0,978.0,4.0,5.0,70.0,374.0,5.34,5.0,6.0,4.0,52.0,13.0,0.0,2.0,0.0,0.0,0.0,T.Hill
Van Jefferson,LAR,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,0.0,89.0,50.0,802.0,16.04,6.0,0.0,0.0,0.0,0.0,V.Jefferson
Tyler Boyd,CIN,WR,16,1.0,1.0,46.0,0.0,0.0,2.0,22.0,11.0,0.0,94.0,67.0,828.0,12.36,5.0,1.0,0.0,0.0,0.0,T.Boyd
Jameis Winston,NOR,QB,7,95.0,161.0,1170.0,14.0,3.0,32.0,166.0,5.19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,J.Winston
Rashaad Penny,SEA,RB,10,0.0,0.0,0.0,0.0,0.0,119.0,749.0,6.29,6.0,8.0,6.0,48.0,8.0,0.0,0.0,0.0,0.0,0.0,R.Penny
Brandon Aiyuk,SFO,WR,17,0.0,0.0,0.0,0.0,0.0,5.0,17.0,3.4,0.0,84.0,56.0,826.0,14.75,5.0,2.0,1.0,1.0,0.0,B.Aiyuk
Devonta Freeman,BAL,RB,16,0.0,0.0,0.0,0.0,0.0,133.0,576.0,4.33,5.0,42.0,34.0,190.0,5.59,1.0,0.0,0.0,0.0,0.0,D.Freeman
Chuba Hubbard,CAR,RB,17,0.0,0.0,0.0,0.0,0.0,172.0,612.0,3.56,5.0,37.0,25.0,174.0,6.96,1.0,1.0,1.0,0.0,0.0,C.Hubbard
K.J. Osborn,MIN,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,82.0,50.0,655.0,13.1,7.0,0.0,0.0,0.0,0.0,K.Osborn
