Player,Tm,Pos,G,PassingCmp,PassingAtt,PassingYds,PassingTD,PassingInt,RushingAtt,RushingYds,RushingY/A,RushingTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,FumblesFmb,FumblesFL,Scoring2PM,Scoring2PP,Name
Saquon Barkley,NYG,RB,13,0.0,0.0,0.0,0.0,0.0,162.0,593.0,3.66,2.0,57.0,41.0,263.0,6.41,2.0,2.0,1.0,0.0,0.0,S.Barkley
Chase Claypool,PIT,WR,15,0.0,0.0,0.0,0.0,0.0,14.0,96.0,6.86,0.0,105.0,59.0,860.0,14.58,2.0,0.0,0.0,0.0,0.0,C.Claypool
Marvin Jones,JAX,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,73.0,832.0,11.4,4.0,0.0,0.0,0.0,0.0,M.Jones
Marquez Callaway,NOR,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,46.0,698.0,15.17,6.0,0.0,0.0,0.0,0.0,M.Callaway
DeAndre Hopkins,ARI,WR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,42.0,572.0,13.62,8.0,0.0,0.0,0.0,0.0,D.Hopkins
Devontae Booker,NYG,RB,16,0.0,0.0,0.0,0.0,0.0,145.0,593.0,4.09,2.0,45.0,40.0,268.0,6.7,1.0,0.0,0.0,0.0,0.0,D.Booker
A.J. Green,ARI,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,54.0,848.0,15.7,3.0,0.0,0.0,0.0,0.0,A.Green
Allen Lazard,GNB,WR,15,0.0,0.0,0.0,0.0,0.0,3.0,32.0,10.67,0.0,60.0,40.0,513.0,12.83,8.0,0.0,0.0,0.0,0.0,A.Lazard
Jakobi Meyers,NWE,WR,17,2.0,2.0,45.0,0.0,0.0,1.0,9.0,9.0,0.0,126.0,83.0,866.0,10.43,2.0,1.0,1.0,2.0,0.0,J.Meyers
Tim Patrick,DEN,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,53.0,734.0,13.85,5.0,0.0,0.0,0.0,0.0,T.Patrick
Cedrick Wilson Jr.,DAL,WR,16,3.0,3.0,88.0,0.0,0.0,2.0,11.0,5.5,0.0,61.0,45.0,602.0,13.38,6.0,3.0,0.0,1.0,0.0,C.Wilson Jr.
Rhamondre Stevenson,NWE,RB,12,0.0,0.0,0.0,0.0,0.0,133.0,606.0,4.56,5.0,18.0,14.0,123.0,8.79,0.0,2.0,1.0,0.0,0.0,R.Stevenson
Chase Edmonds,ARI,RB,12,0.0,0.0,0.0,0.0,0.0,116.0,592.0,5.1,2.0,53.0,43.0,311.0,7.23,0.0,1.0,1.0,0.0,0.0,C.Edmonds
Clyde Edwards-Helaire,KAN,RB,10,0.0,0.0,0.0,0.0,0.0,119.0,517.0,4.34,4.0,23.0,19.0,129.0,6.79,2.0,2.0,2.0,1.0,0.0,C.Edwards-Helaire
Russell Gage,ATL,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,66.0,770.0,11.67,4.0,2.0,2.0,0.0,0.0,R.Gage
Elijah Moore,NYJ,WR,11,0.0,0.0,0.0,0.0,0.0,5.0,54.0,10.8,1.0,77.0,43.0,538.0,12.51,5.0,0.0,0.0,0.0,0.0,E.Moore
Mike Davis,ATL,RB,17,0.0,0.0,0.0,0.0,0.0,138.0,503.0,3.64,3.0,58.0,44.0,259.0,5.89,1.0,4.0,3.0,0.0,0.0,M.Davis
Alexander Mattison,MIN,RB,16,0.0,0.0,0.0,0.0,0.0,134.0,491.0,3.66,3.0,39.0,32.0,228.0,7.13,1.0,1.0,1.0,0.0,0.0,A.Mattison
Latavius Murray,BAL,RB,14,0.0,0.0,0.0,0.0,0.0,119.0,501.0,4.21,6.0,13.0,10.0,75.0,7.5,0.0,0.0,0.0,0.0,0.0,L.Murray
Jamaal Williams,DET,RB,13,0.0,0.0,0.0,0.0,0.0,153.0,601.0,3.93,3.0,28.0,26.0,157.0,6.04,0.0,1.0,0.0,0.0,0.0,J.Williams
Pat Freiermuth,PIT,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,60.0,497.0,8.28,7.0,1.0,1.0,1.0,0.0,P.Freiermuth
Courtland Sutton,DEN,WR,17,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,58.0,776.0,13.38,2.0,0.0,0.0,1.0,0.0,C.Sutton
Robert Woods,LAR,WR,9,0.0,0.0,0.0,0.0,0.0,8.0,46.0,5.75,1.0,69.0,45.0,556.0,12.36,4.0,0.0,0.0,1.0,0.0,R.Woods
Gabriel Davis,BUF,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,35.0,549.0,15.69,6.0,0.0,0.0,0.0,0.0,G.Davis
Noah Fant,DEN,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,68.0,670.0,9.85,4.0,0.0,0.0,0.0,0.0,N.Fant
Christian McCaffrey,CAR,RB,7,0.0,0.0,0.0,0.0,0.0,99.0,442.0,4.46,1.0,41.0,37.0,343.0,9.27,1.0,1.0,0.0,0.0,0.0,C.McCaffrey
Miles Sanders,PHI,RB,12,0.0,0.0,0.0,0.0,0.0,137.0,754.0,5.5,0.0,34.0,26.0,158.0,6.08,0.0,1.0,1.0,1.0,0.0,M.Sanders
Kenneth Gainwell,PHI,RB,16,0.0,0.0,0.0,0.0,0.0,68.0,291.0,4.28,5.0,50.0,33.0,253.0,7.67,1.0,2.0,1.0,1.0,0.0,K.Gainwell
Emmanuel Sanders,BUF,WR,14,0.0,0.0,0.0,0.0,0.0,2.0,31.0,15.5,0.0,72.0,42.0,626.0,14.9,4.0,0.0,0.0,0.0,0.0,E.Sanders
Trevor Siemian,NOR,QB,6,108.0,188.0,1154.0,11.0,3.0,9.0,20.0,2.22,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,T.Siemian
Kareem Hunt,CLE,RB,8,0.0,0.0,0.0,0.0,0.0,78.0,386.0,4.95,5.0,27.0,22.0,174.0,7.91,0.0,0.0,0.0,1.0,0.0,K.Hunt
Robby Anderson,CAR,WR,17,0.0,0.0,0.0,0.0,0.0,3.0,36.0,12.0,0.0,110.0,53.0,519.0,9.79,5.0,0.0,0.0,0.0,0.0,R.Anderson
Tyler Higbee,LAR,TE,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,61.0,560.0,9.18,5.0,1.0,0.0,0.0,0.0,T.Higbee
Cam Newton,CAR,QB,8,69.0,126.0,684.0,4.0,5.0,47.0,230.0,4.89,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,C.Newton
Boston Scott,PHI,RB,16,0.0,0.0,0.0,0.0,0.0,87.0,373.0,4.29,7.0,16.0,13.0,83.0,6.38,0.0,1.0,1.0,0.0,0.0,B.Scott
Odell Beckham Jr.,2TM,WR,14,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,0.0,82.0,44.0,537.0,12.2,5.0,0.0,0.0,0.0,0.0,O.Beckham Jr.
D'Onta Foreman,TEN,RB,9,0.0,0.0,0.0,0.0,0.0,133.0,566.0,4.26,3.0,11.0,9.0,123.0,13.67,0.0,2.0,1.0,0.0,0.0,D.Foreman
D'Ernest Johnson,CLE,RB,17,0.0,0.0,0.0,0.0,0.0,100.0,534.0,5.34,3.0,25.0,19.0,137.0,7.21,0.0,1.0,0.0,0.0,0.0,D.Johnson
J.D. McKissic,WAS,RB,11,0.0,0.0,0.0,0.0,0.0,48.0,212.0,4.42,2.0,53.0,43.0,397.0,9.23,2.0,0.0,0.0,0.0,0.0,J.McKissic
Byron Pringle,KAN,WR,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,42.0,568.0,13.52,5.0,2.0,1.0,0.0,0.0,B.Pringle
Jared Cook,LAC,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,48.0,564.0,11.75,4.0,0.0,0.0,2.0,0.0,J.Cook
Andy Dalton,CHI,QB,8,149.0,236.0,1515.0,8.0,9.0,16.0,76.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,A.Dalton
T.J. Hockenson,DET,TE,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,61.0,583.0,9.56,4.0,0.0,0.0,1.0,0.0,T.Hockenson
Kalif Raymond,DET,WR,16,0.0,0.0,0.0,0.0,0.0,4.0,28.0,7.0,0.0,71.0,48.0,576.0,12.0,4.0,0.0,0.0,0.0,0.0,K.Raymond
Brandon Bolden,NWE,RB,17,0.0,0.0,0.0,0.0,0.0,44.0,226.0,5.14,1.0,49.0,41.0,405.0,9.88,2.0,1.0,0.0,1.0,0.0,B.Bolden
Tyler Huntley,BAL,QB,7,122.0,188.0,1081.0,3.0,4.0,47.0,294.0,6.26,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,T.Huntley
Ty Johnson,NYJ,RB,16,0.0,0.0,0.0,0.0,0.0,61.0,238.0,3.9,2.0,55.0,34.0,372.0,10.94,2.0,2.0,1.0,0.0,0.0,T.Johnson
Mecole Hardman,KAN,WR,17,0.0,0.0,0.0,0.0,0.0,8.0,46.0,5.75,0.0,83.0,59.0,693.0,11.75,2.0,3.0,2.0,0.0,0.0,M.Hardman
Mark Ingram,2TM,RB,14,0.0,0.0,0.0,0.0,0.0,160.0,554.0,3.46,2.0,35.0,27.0,162.0,6.0,0.0,1.0,1.0,0.0,0.0,M.Ingram
Zack Moss,BUF,RB,13,0.0,0.0,0.0,0.0,0.0,96.0,345.0,3.59,4.0,32.0,23.0,197.0,8.57,1.0,2.0,1.0,0.0,0.0,Z.Moss
Tyrod Taylor,HOU,QB,6,91.0,150.0,966.0,5.0,5.0,19.0,151.0,7.95,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,T.Taylor
Jarvis Landry,CLE,WR,12,0.0,0.0,0.0,0.0,0.0,6.0,40.0,6.67,2.0,87.0,52.0,570.0,10.96,2.0,3.0,2.0,0.0,0.0,J.Landry
Antonio Brown,TAM,WR,7,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,62.0,42.0,545.0,12.98,4.0,0.0,0.0,0.0,0.0,A.Brown
Rex Burkhead,HOU,RB,16,0.0,1.0,0.0,0.0,0.0,122.0,427.0,3.5,3.0,32.0,25.0,186.0,7.44,0.0,1.0,0.0,0.0,0.0,R.Burkhead
C.J. Uzomah,CIN,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,49.0,493.0,10.06,5.0,0.0,0.0,0.0,0.0,C.Uzomah
Darren Waller,LVR,TE,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,55.0,665.0,12.09,2.0,0.0,0.0,0.0,0.0,D.Waller
Cole Beasley,BUF,WR,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,82.0,693.0,8.45,1.0,1.0,0.0,1.0,0.0,C.Beasley
Tyler Conklin,MIN,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,61.0,593.0,9.72,3.0,1.0,0.0,0.0,0.0,T.Conklin
Deonte Harris,NOR,WR,13,0.0,0.0,0.0,0.0,0.0,5.0,41.0,8.2,0.0,59.0,36.0,570.0,15.83,3.0,2.0,1.0,0.0,0.0,D.Harris
Donovan Peoples-Jones,CLE,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,597.0,17.56,3.0,2.0,1.0,0.0,0.0,D.Peoples-Jones
Braxton Berrios,NYJ,WR,16,0.0,0.0,0.0,0.0,0.0,7.0,40.0,5.71,2.0,65.0,46.0,431.0,9.37,2.0,1.0,1.0,0.0,0.0,B.Berrios
Bryan Edwards,LVR,WR,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,34.0,571.0,16.79,3.0,1.0,0.0,0.0,0.0,B.Edwards
Kenyan Drake,LVR,RB,12,0.0,0.0,0.0,0.0,0.0,63.0,254.0,4.03,2.0,40.0,30.0,291.0,9.7,1.0,1.0,0.0,0.0,0.0,K.Drake
Nyheim Hines,IND,RB,17,0.0,0.0,0.0,0.0,0.0,56.0,276.0,4.93,2.0,57.0,40.0,310.0,7.75,1.0,3.0,2.0,0.0,0.0,N.Hines
Quez Watkins,PHI,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,62.0,43.0,647.0,15.05,1.0,0.0,0.0,1.0,0.0,Q.Watkins
Jacoby Brissett,MIA,QB,11,141.0,225.0,1283.0,5.0,4.0,19.0,70.0,3.68,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,J.Brissett
David Njoku,CLE,TE,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,53.0,36.0,475.0,13.19,4.0,0.0,0.0,0.0,0.0,D.Njoku
Corey Davis,NYJ,WR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,34.0,492.0,14.47,4.0,2.0,1.0,0.0,0.0,C.Davis
Gerald Everett,SEA,TE,15,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.67,0.0,63.0,48.0,478.0,9.96,4.0,2.0,2.0,0.0,0.0,G.Everett
Nick Westbrook-Ikhine,TEN,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,38.0,476.0,12.53,4.0,1.0,1.0,0.0,0.0,N.Westbrook-Ikhine
Ronald Jones II,TAM,RB,16,0.0,0.0,0.0,0.0,0.0,101.0,428.0,4.24,4.0,13.0,10.0,64.0,6.4,0.0,2.0,2.0,0.0,0.0,R.Jones II
Nelson Agholor,NWE,WR,15,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,64.0,37.0,473.0,12.78,3.0,0.0,0.0,0.0,0.0,N.Agholor
Randall Cobb,GNB,WR,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,39.0,28.0,375.0,13.39,5.0,1.0,1.0,0.0,0.0,R.Cobb
Jalen Guyton,LAC,WR,16,0.0,0.0,0.0,0.0,0.0,7.0,34.0,4.86,0.0,48.0,31.0,448.0,14.45,3.0,1.0,0.0,0.0,0.0,J.Guyton
Khalil Herbert,CHI,RB,17,0.0,0.0,0.0,0.0,0.0,103.0,433.0,4.2,2.0,16.0,14.0,96.0,6.86,0.0,1.0,0.0,0.0,0.0,K.Herbert
Trey Lance,SFO,QB,6,41.0,71.0,603.0,5.0,2.0,38.0,168.0,4.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,T.Lance
Justin Jackson,LAC,RB,14,0.0,0.0,0.0,0.0,0.0,68.0,364.0,5.35,2.0,25.0,22.0,178.0,8.09,0.0,1.0,1.0,0.0,0.0,J.Jackson
DeVante Parker,MIA,WR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,40.0,515.0,12.88,2.0,0.0,0.0,0.0,0.0,D.Parker
Laviska Shenault Jr.,JAX,WR,16,0.0,0.0,0.0,0.0,0.0,11.0,41.0,3.73,0.0,100.0,63.0,619.0,9.83,0.0,1.0,1.0,0.0,0.0,L.Shenault Jr.
DeAndre Carter,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,10.0,89.0,8.9,0.0,44.0,24.0,296.0,12.33,3.0,3.0,0.0,0.0,0.0,D.Carter
Freddie Swain,SEA,WR,17,0.0,0.0,0.0,0.0,0.0,5.0,32.0,6.4,0.0,40.0,25.0,343.0,13.72,4.0,1.0,0.0,0.0,0.0,F.Swain
Jordan Howard,PHI,RB,7,0.0,0.0,0.0,0.0,0.0,86.0,406.0,4.72,3.0,5.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,0.0,J.Howard
Cole Kmet,CHI,TE,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,60.0,612.0,10.2,0.0,0.0,0.0,0.0,0.0,C.Kmet
Henry Ruggs III,LVR,WR,7,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.33,0.0,36.0,24.0,469.0,19.54,2.0,0.0,0.0,0.0,0.0,H.Ruggs III
Marquez Valdes-Scantling,GNB,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,26.0,430.0,16.54,3.0,0.0,0.0,0.0,0.0,M.Valdes-Scantling
Alex Collins,SEA,RB,11,0.0,0.0,0.0,0.0,0.0,108.0,411.0,3.81,2.0,10.0,9.0,87.0,9.67,0.0,1.0,1.0,0.0,0.0,A.Collins
Josh Palmer,LAC,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,49.0,33.0,353.0,10.7,4.0,0.0,0.0,0.0,0.0,J.Palmer
Jamison Crowder,NYJ,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,51.0,447.0,8.76,2.0,1.0,1.0,1.0,1.0,J.Crowder
Zay Jones,LVR,WR,17,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.5,0.0,70.0,47.0,546.0,11.62,1.0,1.0,1.0,0.0,0.0,Z.Jones
Olamide Zaccheaus,ATL,WR,17,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,53.0,31.0,406.0,13.1,3.0,0.0,0.0,0.0,0.0,O.Zaccheaus
Rashod Bateman,BAL,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,46.0,515.0,11.2,1.0,0.0,0.0,0.0,0.0,R.Bateman
Jauan Jennings,SFO,WR,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,24.0,282.0,11.75,5.0,1.0,0.0,0.0,0.0,J.Jennings
Evan Engram,NYG,TE,15,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,0.0,73.0,46.0,408.0,8.87,3.0,1.0,1.0,0.0,0.0,E.Engram
Michael Gallup,DAL,WR,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,35.0,445.0,12.71,2.0,0.0,0.0,0.0,0.0,M.Gallup
Zach Pascal,IND,WR,16,0.0,0.0,0.0,0.0,0.0,2.0,21.0,10.5,0.0,69.0,38.0,384.0,10.11,3.0,1.0,1.0,0.0,0.0,Z.Pascal
Mo Alie-Cox,IND,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,24.0,316.0,13.17,4.0,1.0,0.0,0.0,0.0,M.Alie-Cox
DeSean Jackson,2TM,WR,16,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,34.0,20.0,454.0,22.7,2.0,1.0,1.0,0.0,0.0,D.Jackson
Samaje Perine,CIN,RB,16,0.0,0.0,0.0,0.0,0.0,55.0,246.0,4.47,1.0,31.0,27.0,196.0,7.26,1.0,0.0,0.0,0.0,0.0,S.Perine
Tre'Quan Smith,NOR,WR,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,32.0,377.0,11.78,3.0,1.0,0.0,0.0,0.0,T.Smith
Austin Hooper,CLE,TE,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,38.0,345.0,9.08,3.0,0.0,0.0,1.0,0.0,A.Hooper
Duke Johnson,MIA,RB,5,0.0,0.0,0.0,0.0,0.0,71.0,330.0,4.65,3.0,5.0,4.0,41.0,10.25,0.0,0.0,0.0,0.0,0.0,D.Johnson
Rondale Moore,ARI,WR,14,0.0,0.0,0.0,0.0,0.0,18.0,76.0,4.22,0.0,64.0,54.0,435.0,8.06,1.0,3.0,1.0,0.0,0.0,R.Moore
Foster Moreau,LVR,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,373.0,12.43,3.0,1.0,0.0,0.0,0.0,F.Moreau
Dontrell Hilliard,TEN,RB,8,0.0,0.0,0.0,0.0,0.0,56.0,350.0,6.25,2.0,26.0,19.0,87.0,4.58,0.0,2.0,1.0,0.0,0.0,D.Hilliard
Geno Smith,SEA,QB,4,65.0,95.0,702.0,5.0,1.0,9.0,42.0,4.67,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,G.Smith
Ameer Abdullah,2TM,RB,17,0.0,0.0,0.0,0.0,0.0,51.0,166.0,3.25,0.0,53.0,38.0,289.0,7.61,1.0,0.0,0.0,0.0,0.0,A.Abdullah
Jamal Agnew,JAX,WR,10,0.0,0.0,0.0,0.0,0.0,7.0,111.0,15.86,1.0,39.0,24.0,229.0,9.54,1.0,1.0,0.0,0.0,0.0,J.Agnew
Kenny Golladay,NYG,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,37.0,521.0,14.08,0.0,0.0,0.0,0.0,0.0,K.Golladay
Josh Reynolds,2TM,WR,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,29.0,396.0,13.66,2.0,0.0,0.0,0.0,0.0,J.Reynolds
Keelan Cole,NYJ,WR,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,28.0,449.0,16.04,1.0,0.0,0.0,0.0,0.0,K.Cole
Nico Collins,HOU,WR,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,33.0,446.0,13.52,1.0,0.0,0.0,0.0,0.0,N.Collins
T.Y. Hilton,IND,WR,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,331.0,14.39,3.0,0.0,0.0,0.0,0.0,T.Hilton
Drew Lock,DEN,QB,6,67.0,111.0,787.0,2.0,2.0,10.0,53.0,5.3,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,D.Lock
Jack Doyle,IND,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,29.0,302.0,10.41,3.0,0.0,0.0,1.0,0.0,J.Doyle
Devin Duvernay,BAL,WR,16,0.0,0.0,0.0,0.0,0.0,7.0,50.0,7.14,0.0,47.0,33.0,272.0,8.24,2.0,1.0,0.0,0.0,0.0,D.Duvernay
Cameron Brate,TAM,TE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,245.0,8.17,4.0,0.0,0.0,0.0,0.0,C.Brate
David Johnson,HOU,RB,13,0.0,0.0,0.0,0.0,0.0,67.0,228.0,3.4,0.0,42.0,32.0,225.0,7.03,1.0,1.0,1.0,0.0,0.0,D.Johnson
